true_ko	rank_pearson	rank_revpert	cell	cell_line	seed	alpha_star	n_catalog
H3F3A	1704	1766	jurkat	Jurkat	1	0.4896809160709381	2372
NPM1	27	102	jurkat	Jurkat	1	0.4896809160709381	2372
SMC5	2	60	jurkat	Jurkat	1	0.4896809160709381	2372
CTBP2	451	367	jurkat	Jurkat	1	0.4896809160709381	2372
CEP97	1442	28	jurkat	Jurkat	1	0.4896809160709381	2372
NEDD1	830	710	jurkat	Jurkat	1	0.4896809160709381	2372
EIF3D	417	66	jurkat	Jurkat	1	0.4896809160709381	2372
DKC1	44	123	jurkat	Jurkat	1	0.4896809160709381	2372
UBR5	2171	1774	jurkat	Jurkat	1	0.4896809160709381	2372
RABGGTB	274	66	jurkat	Jurkat	1	0.4896809160709381	2372
UBAP1	590	512	jurkat	Jurkat	1	0.4896809160709381	2372
RPL34	30	18	jurkat	Jurkat	1	0.4896809160709381	2372
DARS	187	17	jurkat	Jurkat	1	0.4896809160709381	2372
COQ4	249	39	jurkat	Jurkat	1	0.4896809160709381	2372
GNPAT	79	56	jurkat	Jurkat	1	0.4896809160709381	2372
CWF19L2	2133	727	jurkat	Jurkat	1	0.4896809160709381	2372
HEATR1	778	18	jurkat	Jurkat	1	0.4896809160709381	2372
SLC2A8	527	487	jurkat	Jurkat	1	0.4896809160709381	2372
CCND3	43	137	jurkat	Jurkat	1	0.4896809160709381	2372
NUP153	1019	806	jurkat	Jurkat	1	0.4896809160709381	2372
THAP11	2160	2161	jurkat	Jurkat	1	0.4896809160709381	2372
METTL17	1059	495	jurkat	Jurkat	1	0.4896809160709381	2372
ICE1	9	5	jurkat	Jurkat	1	0.4896809160709381	2372
WDFY3	1854	1572	jurkat	Jurkat	1	0.4896809160709381	2372
INO80D	962	692	jurkat	Jurkat	1	0.4896809160709381	2372
ZNF658	785	1077	jurkat	Jurkat	1	0.4896809160709381	2372
ZNF207	382	862	jurkat	Jurkat	1	0.4896809160709381	2372
RRM2	2029	1915	jurkat	Jurkat	1	0.4896809160709381	2372
PPP4C	682	294	jurkat	Jurkat	1	0.4896809160709381	2372
LTBP4	496	384	jurkat	Jurkat	1	0.4896809160709381	2372
GIT2	191	178	jurkat	Jurkat	1	0.4896809160709381	2372
YPEL1	1748	1899	jurkat	Jurkat	1	0.4896809160709381	2372
EXOSC2	6	5	jurkat	Jurkat	1	0.4896809160709381	2372
ELP4	83	23	jurkat	Jurkat	1	0.4896809160709381	2372
PPIL1	1105	203	jurkat	Jurkat	1	0.4896809160709381	2372
RAE1	354	117	jurkat	Jurkat	1	0.4896809160709381	2372
KARS	46	14	jurkat	Jurkat	1	0.4896809160709381	2372
KDM5C	606	1081	jurkat	Jurkat	1	0.4896809160709381	2372
GATA1	1	112	jurkat	Jurkat	1	0.4896809160709381	2372
PC	1687	478	jurkat	Jurkat	1	0.4896809160709381	2372
COPS2	451	61	jurkat	Jurkat	1	0.4896809160709381	2372
ACD	163	515	jurkat	Jurkat	1	0.4896809160709381	2372
PSMD13	2245	1915	jurkat	Jurkat	1	0.4896809160709381	2372
RMI1	723	876	jurkat	Jurkat	1	0.4896809160709381	2372
MRPS31	563	88	jurkat	Jurkat	1	0.4896809160709381	2372
DHX16	812	7	jurkat	Jurkat	1	0.4896809160709381	2372
ACSS2	1	2	jurkat	Jurkat	1	0.4896809160709381	2372
VPS18	769	161	jurkat	Jurkat	1	0.4896809160709381	2372
UBE2Z	1345	659	jurkat	Jurkat	1	0.4896809160709381	2372
INPPL1	1939	1890	jurkat	Jurkat	1	0.4896809160709381	2372
IRF2BP2	1700	1878	jurkat	Jurkat	1	0.4896809160709381	2372
GPKOW	1158	1607	jurkat	Jurkat	1	0.4896809160709381	2372
NCBP2	67	16	jurkat	Jurkat	1	0.4896809160709381	2372
UBE2N	1370	943	jurkat	Jurkat	1	0.4896809160709381	2372
RAB6A	1139	683	jurkat	Jurkat	1	0.4896809160709381	2372
NEPRO	67	37	jurkat	Jurkat	1	0.4896809160709381	2372
U2SURP	286	37	jurkat	Jurkat	1	0.4896809160709381	2372
METTL21A	193	188	jurkat	Jurkat	1	0.4896809160709381	2372
FGFR1OP	554	1266	jurkat	Jurkat	1	0.4896809160709381	2372
EEF1B2	416	440	jurkat	Jurkat	1	0.4896809160709381	2372
OR1D2	1414	1625	jurkat	Jurkat	1	0.4896809160709381	2372
TARS	134	9	jurkat	Jurkat	1	0.4896809160709381	2372
LCE1C	2186	2299	jurkat	Jurkat	1	0.4896809160709381	2372
RNF168	643	196	jurkat	Jurkat	1	0.4896809160709381	2372
SP2	565	1049	jurkat	Jurkat	1	0.4896809160709381	2372
TONSL	139	94	jurkat	Jurkat	1	0.4896809160709381	2372
RPL37	137	94	jurkat	Jurkat	1	0.4896809160709381	2372
AARS2	42	25	jurkat	Jurkat	1	0.4896809160709381	2372
BRF2	243	78	jurkat	Jurkat	1	0.4896809160709381	2372
PABPC1	10	787	jurkat	Jurkat	1	0.4896809160709381	2372
MRPS10	104	9	jurkat	Jurkat	1	0.4896809160709381	2372
ATP2A2	910	740	jurkat	Jurkat	1	0.4896809160709381	2372
PIAS1	949	1003	jurkat	Jurkat	1	0.4896809160709381	2372
VPS28	2017	1224	jurkat	Jurkat	1	0.4896809160709381	2372
PRKRA	896	1044	jurkat	Jurkat	1	0.4896809160709381	2372
CBLL1	115	151	jurkat	Jurkat	1	0.4896809160709381	2372
NDUFB10	575	123	jurkat	Jurkat	1	0.4896809160709381	2372
NDUFB3	1485	656	jurkat	Jurkat	1	0.4896809160709381	2372
MST1	365	105	jurkat	Jurkat	1	0.4896809160709381	2372
DCTN5	942	264	jurkat	Jurkat	1	0.4896809160709381	2372
YBX1	1209	1618	jurkat	Jurkat	1	0.4896809160709381	2372
PEF1	515	1245	jurkat	Jurkat	1	0.4896809160709381	2372
SPTSSA	735	312	jurkat	Jurkat	1	0.4896809160709381	2372
POLR3E	2110	1185	jurkat	Jurkat	1	0.4896809160709381	2372
ITGB1BP1	1684	1416	jurkat	Jurkat	1	0.4896809160709381	2372
MARS	183	8	jurkat	Jurkat	1	0.4896809160709381	2372
BRD8	55	115	jurkat	Jurkat	1	0.4896809160709381	2372
GTF2H2	212	36	jurkat	Jurkat	1	0.4896809160709381	2372
H2AFX	1847	2111	jurkat	Jurkat	1	0.4896809160709381	2372
NUP133	2036	1739	jurkat	Jurkat	1	0.4896809160709381	2372
CEP192	159	222	jurkat	Jurkat	1	0.4896809160709381	2372
SNRPB	517	92	jurkat	Jurkat	1	0.4896809160709381	2372
MRPL21	49	38	jurkat	Jurkat	1	0.4896809160709381	2372
COTL1	1352	36	jurkat	Jurkat	1	0.4896809160709381	2372
SGPP1	1092	944	jurkat	Jurkat	1	0.4896809160709381	2372
MRPS33	594	172	jurkat	Jurkat	1	0.4896809160709381	2372
RPSA	3	30	jurkat	Jurkat	1	0.4896809160709381	2372
SMU1	520	454	jurkat	Jurkat	1	0.4896809160709381	2372
CHMP7	6	73	jurkat	Jurkat	1	0.4896809160709381	2372
TDGF1	1477	1690	jurkat	Jurkat	1	0.4896809160709381	2372
RFC3	13	15	jurkat	Jurkat	1	0.4896809160709381	2372
CENPK	119	132	jurkat	Jurkat	1	0.4896809160709381	2372
MYB	1563	1799	jurkat	Jurkat	1	0.4896809160709381	2372
MRPS27	38	4	jurkat	Jurkat	1	0.4896809160709381	2372
SF3A1	1116	1352	jurkat	Jurkat	1	0.4896809160709381	2372
RBM22	1088	685	jurkat	Jurkat	1	0.4896809160709381	2372
FTSJ3	143	45	jurkat	Jurkat	1	0.4896809160709381	2372
RPLP1	35	207	jurkat	Jurkat	1	0.4896809160709381	2372
LAMB1	408	392	jurkat	Jurkat	1	0.4896809160709381	2372
POLR2L	2	6	jurkat	Jurkat	1	0.4896809160709381	2372
EIF4E	63	6	jurkat	Jurkat	1	0.4896809160709381	2372
KATNB1	495	12	jurkat	Jurkat	1	0.4896809160709381	2372
ZMAT2	157	15	jurkat	Jurkat	1	0.4896809160709381	2372
SAE1	889	341	jurkat	Jurkat	1	0.4896809160709381	2372
GMIP	601	18	jurkat	Jurkat	1	0.4896809160709381	2372
U2AF2	144	233	jurkat	Jurkat	1	0.4896809160709381	2372
POLE	24	297	jurkat	Jurkat	1	0.4896809160709381	2372
AGBL5	1985	1984	jurkat	Jurkat	1	0.4896809160709381	2372
GAK	151	997	jurkat	Jurkat	1	0.4896809160709381	2372
TAF1B	270	143	jurkat	Jurkat	1	0.4896809160709381	2372
MRPL1	58	4	jurkat	Jurkat	1	0.4896809160709381	2372
HTATSF1	1263	759	jurkat	Jurkat	1	0.4896809160709381	2372
ZNHIT6	35	19	jurkat	Jurkat	1	0.4896809160709381	2372
KIAA0586	238	36	jurkat	Jurkat	1	0.4896809160709381	2372
CDK7	283	235	jurkat	Jurkat	1	0.4896809160709381	2372
BUD13	898	5	jurkat	Jurkat	1	0.4896809160709381	2372
MED28	2	1	jurkat	Jurkat	1	0.4896809160709381	2372
KIF14	1763	1516	jurkat	Jurkat	1	0.4896809160709381	2372
PCM1	42	579	jurkat	Jurkat	1	0.4896809160709381	2372
DHFR	1073	1488	jurkat	Jurkat	1	0.4896809160709381	2372
SKP1	1837	1508	jurkat	Jurkat	1	0.4896809160709381	2372
CHMP4B	408	161	jurkat	Jurkat	1	0.4896809160709381	2372
CAD	274	179	jurkat	Jurkat	1	0.4896809160709381	2372
PRDM8	52	28	jurkat	Jurkat	1	0.4896809160709381	2372
PSMC1	1272	60	jurkat	Jurkat	1	0.4896809160709381	2372
SMNDC1	1756	243	jurkat	Jurkat	1	0.4896809160709381	2372
POLR2B	498	140	jurkat	Jurkat	1	0.4896809160709381	2372
MED27	445	215	jurkat	Jurkat	1	0.4896809160709381	2372
HCFC1	1354	536	jurkat	Jurkat	1	0.4896809160709381	2372
SMC1A	19	3	jurkat	Jurkat	1	0.4896809160709381	2372
PWP2	4	19	jurkat	Jurkat	1	0.4896809160709381	2372
SUPT5H	3	27	jurkat	Jurkat	1	0.4896809160709381	2372
UBC	1943	2289	jurkat	Jurkat	1	0.4896809160709381	2372
ATP6V0D1	646	966	jurkat	Jurkat	1	0.4896809160709381	2372
DPH3	1252	1619	jurkat	Jurkat	1	0.4896809160709381	2372
OR4N2	1280	1087	jurkat	Jurkat	1	0.4896809160709381	2372
MRPL11	33	33	jurkat	Jurkat	1	0.4896809160709381	2372
POLR2F	1	3	jurkat	Jurkat	1	0.4896809160709381	2372
WARS	827	90	jurkat	Jurkat	1	0.4896809160709381	2372
SRSF3	1209	1938	jurkat	Jurkat	1	0.4896809160709381	2372
GBF1	672	1	jurkat	Jurkat	1	0.4896809160709381	2372
MRPL20	1914	1052	jurkat	Jurkat	1	0.4896809160709381	2372
ORC6	71	151	jurkat	Jurkat	1	0.4896809160709381	2372
PGK1	1220	761	jurkat	Jurkat	1	0.4896809160709381	2372
PIAS4	1661	1876	jurkat	Jurkat	1	0.4896809160709381	2372
RSRC2	1791	1548	jurkat	Jurkat	1	0.4896809160709381	2372
CDC26	1738	2042	jurkat	Jurkat	1	0.4896809160709381	2372
XRN1	343	1	jurkat	Jurkat	1	0.4896809160709381	2372
LUC7L3	1228	961	jurkat	Jurkat	1	0.4896809160709381	2372
PSMD11	346	558	jurkat	Jurkat	1	0.4896809160709381	2372
GTF2F1	1278	1579	jurkat	Jurkat	1	0.4896809160709381	2372
HIST2H2AA3	1178	590	jurkat	Jurkat	1	0.4896809160709381	2372
NFYC	5	3	jurkat	Jurkat	1	0.4896809160709381	2372
EIF3G	26	2	jurkat	Jurkat	1	0.4896809160709381	2372
ATP6V1C1	1558	1740	jurkat	Jurkat	1	0.4896809160709381	2372
PRPF3	383	23	jurkat	Jurkat	1	0.4896809160709381	2372
EXOSC6	38	28	jurkat	Jurkat	1	0.4896809160709381	2372
MAT2A	2295	2244	jurkat	Jurkat	1	0.4896809160709381	2372
PPIE	272	38	jurkat	Jurkat	1	0.4896809160709381	2372
SMC3	185	17	jurkat	Jurkat	1	0.4896809160709381	2372
GPN1	134	81	jurkat	Jurkat	1	0.4896809160709381	2372
HSPA5	1384	389	jurkat	Jurkat	1	0.4896809160709381	2372
CCP110	153	83	jurkat	Jurkat	1	0.4896809160709381	2372
SNAPC2	683	80	jurkat	Jurkat	1	0.4896809160709381	2372
SMC6	270	142	jurkat	Jurkat	1	0.4896809160709381	2372
ZC3H18	205	91	jurkat	Jurkat	1	0.4896809160709381	2372
PSMD1	835	49	jurkat	Jurkat	1	0.4896809160709381	2372
NSL1	1371	954	jurkat	Jurkat	1	0.4896809160709381	2372
PPP1R15B	1246	481	jurkat	Jurkat	1	0.4896809160709381	2372
PLRG1	1239	9	jurkat	Jurkat	1	0.4896809160709381	2372
ACTL6A	1644	818	jurkat	Jurkat	1	0.4896809160709381	2372
MED16	851	684	jurkat	Jurkat	1	0.4896809160709381	2372
HNRNPC	243	5	jurkat	Jurkat	1	0.4896809160709381	2372
SEC13	1281	1677	jurkat	Jurkat	1	0.4896809160709381	2372
NDUFA2	1737	1359	jurkat	Jurkat	1	0.4896809160709381	2372
TRPM7	738	822	jurkat	Jurkat	1	0.4896809160709381	2372
ATP6AP1	1129	59	jurkat	Jurkat	1	0.4896809160709381	2372
CENPI	1981	1952	jurkat	Jurkat	1	0.4896809160709381	2372
